candidate_id,name,source,discovery_sources,website,email,contact_url,country,region,nearest_city,lat,lng,setting,individual_vs_org,service_type_claimed,facilitates_ayahuasca,access_model,legal_status_note,year_founded,capacity,website_primary_language,languages_offered,retreat_lengths_nights,ceremonies_per_retreat,other_plant_medicines,dieta_offered,integration_support_offered,additional_services,price_amount_min_original,price_amount_max_original,price_currency_original,price_min_usd,price_max_usd,price_per_night_usd_min,price_per_night_usd_max,price_as_of_date,whats_included,notable_exclusions,sliding_scale_or_scholarships,indigenous_affiliation_display,indigenous_partnership_claimed,indigenous_leadership_claimed,named_lineage_claimed,lineage_tradition,facilitation_tradition_verbatim,named_indigenous_language,named_team,n_healers,n_facilitators,n_team_total,facilitation_described,healer_facilitator_distinguished,healer_role_term_verbatim,facilitator_role_term_verbatim,n_named_female,n_named_male,n_named_gender_nd,sourcing_claim,reciprocity_claim,benefit_share_amount_claimed,community_benefit_claims,safety_screening_claimed,medical_disclaimer_present,medical_support_onsite_claimed,ssri_maoi_policy_stated,safety_incidents_count,review_sources,notable_press_mentions,confidence_overall,scrape_origin,source_archive_url,source_urls,scraped_at
google_places:taiao.de,Taiao Healing Center,google_places,google_places,https://taiao.de,felicia@taiao.de,https://taiao.de/free-consultation-at-taiao-healing-center,Peru,Cusco,Cusco,-13.5170887,-71.9785356,unclear,individual_practitioner,ceremony_facilitation; other,,retreat_package,"Registered as Taiao E.I.R.L. in Peru (RUC: 20612835587); legal professional title: Energy medicine practitioner, Shamanic life coach, Yoga teacher, Aroha trainer (awarded in Federal Republic of Germany and Austria)",,,english,English; German,,,,,ongoing,shamanic coaching; life coaching; after retreat packages; WhatsApp support and crisis assistance; Starseed Community Sessions; VIP Package for Leaders; Shamanic Day; online masterclass store; yoga; energy medicine,29,3000,EUR,33.08,3422.23,,,,,,False,trained-in-lineage,False,False,lineage of seers,lineage of seers,lineage of seers,,Felicia Thanheiser (shaman),1,,,True,only_healer_described,shaman,,1,0,0,,False,,,False,False,False,False,0,,,medium,,,https://taiao.de; https://taiao.de/; https://taiao.de/free-consultation-at-taiao-healing-center; https://taiao.de/shamanic-online-store; https://taiao.de/taiao-price-list; https://taiao.de/travelogues-of-a-shaman,2026-07-22T12:14:01.476616+00:00
thirdwave:taita-inti; retreatguru:9306,Taita Inti,retreatguru; thirdwave,retreatguru; thirdwave,http://www.taitainti.com/,,http://www.taitainti.com/,Peru,San Martin,Tarapoto,-6.4877198,-76.3598708,jungle,organization,ceremony_facilitation; retreat_package; preparation; integration_only,True,retreat_package,,,25,english,,2; 5; 15; 3; 6,Weekend: 2 Ayahuasca + 1 San Pedro; 5-day: 3 Ayahuasca + 1 San Pedro; 15-day: 4 Ayahuasca + 2 San Pedro,san pedro; tobacco/mapacho; San Pedro/huachuma; Bobinsana,True,aftercare_included,flower baths; tobacco purge; sharing circles; energy cleansing; private healing sessions (extra cost); spiritual guidance; psychic team consultations; Integration support; Preparation support; 24/7 support,950,1650,EUR,1083.71,1882.23,72,941,,"food; shared accommodation (weekend and 5-day); private accommodation (15-day dieta); integration and spiritual guidance; energy cleansing; sharing circles; purges; flower baths; tobacco purge; Meals (vegetarian, dairy-free); Ceremonies; Accommodation",additional healing sessions (available at extra cost); Exact venue details shared only with confirmed participants; Pick-up not guaranteed — guidance provided on request,True,trained-in-lineage,True,False,Indigenous teachers from Peruvian Amazon,Amazonian shamanism; Peruvian Amazon; Amazonian tradition,Traditional healing work from Amazon; shamans from the Peruvian Amazon,,Naysha Silva (shaman / Founder); Naysha (facilitator); Guillermo (Shaman); TORBEN (guide); Linus (team),,3,,True,distinct_roles,shaman,facilitator,2,1,2,sustainably_sourced,True,10% of profit goes to MEDICINE WO|MEN organization for medical cases and others in need,Ten PERCENT (10%) of our PROFIT goes to help medical cases and others in need through our organization MEDICINE WO|MEN. [https://thethirdwave.co/directory/retreats/ayahuasca/san-martin/taita-inti/]; We buy plants from local farmers; we do not take plants from wild nature. We are planting most of the plants back on our land in Peru. [https://thethirdwave.co/directory/retreats/ayahuasca/san-martin/taita-inti/]; Practice reciprocity with local communities: Yes [https://thethirdwave.co/directory/retreats/ayahuasca/san-martin/taita-inti/],True,False,True,False,0,Third Wave Directory None (0); RetreatGuru 4.99 (172),,medium,,,http://www.taitainti.com/; https://retreat.guru/centers/9306-1/taita-inti-organization; https://taitainti.com/; https://thethirdwave.co/directory/retreats/ayahuasca/san-martin/taita-inti/,2026-07-22T12:13:58.087624+00:00
google_places:thetakinuna.com,Takinuna Healing Centre,google_places,google_places,https://www.thetakinuna.com/,,,Peru,Loreto,Iquitos,-3.749365,-73.2444145,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,7; 10; 12,,Bobinsana; Huachuma (San Pedro); Camalonga; mapacho tobacco,True,during_only,,,,,,,,,,Personal conversation before the retreat; Health and medication information shared by participants; Guidance for preparation before arrival; Retreat preparation guide and journal; Small-group retreats; Guidance from experienced Amazonian shamans; Traditional plant treatments and ceremonial work; Space for integration throughout the retreat,,,indigenous-led,True,True,,Amazonian shamanism; ancestral Amazonian wisdom; vegetalismo,ancestral lineage carried across generations of Amazonian shamans,Quechua,,,,,True,only_healer_described,shaman,,0,0,0,unspecified,False,,,True,False,False,False,0,,,medium,,,https://www.thetakinuna.com/,2026-07-22T12:14:16.310627+00:00
google_places:tamboilusion.com,Tambo Ilusión,google_places,google_places,http://www.tamboilusion.com/,,http://www.tamboilusion.com/,Peru,San Martín,Tarapoto,-6.4877198,-76.3598708,jungle,organization,retreat_package; other,False,retreat_package,RUC: 10070377425,,14,english,English; Spanish,,,,,,yoga; breathwork; meditation; Reiki initiation; detox retreat; vegetarian cooking; forest immersion; therapeutic practices,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,Johanne (owner/host); Armando (owner/host),,,,False,,,,0,0,2,,True,,"When you visit Tambo Ilusión, you contribute directly to the conservation of the forest, its biodiversity, and its water sources. [http://www.tamboilusion.com/]; Living Conservation Area protecting forest, biodiversity, and water sources. [http://www.tamboilusion.com/]",False,False,False,False,0,Google 5.0 (130); Tripadvisor None (None),,medium,,,http://www.tamboilusion.com/,2026-07-22T12:14:00.005837+00:00
google_places:tantraya.com; ayaadvisors:tantraya-center,Tantraya,ayaadvisors; google_places,ayaadvisors; google_places,https://tantraya.com,tantrayacenter@gmail.com,https://tantraya.com/ayahuasca-retreats/contact,Peru,Cusco,Pisac,-13.4210472,-71.850496,mountain,organization,ceremony_facilitation; retreat_package; integration_only; preparation,True,retreat_package,,2020,10,english,English; Spanish,1; 2; 7; 8,3 (mentioned in testimonial for a 7-day retreat),,,aftercare_included,Tantric Fire Puja (Homa); Qi Gong classes; Medical Qi Gong classes; Tantra retreats; Buddhism retreats; Daoism retreats; Vipassana retreat; Long Term Residency; Space rental; Consciousness Research; Tantric Puja (Fire ceremony/Homa); Vipassana retreats,,,,,,,,,Towels; Sheets; Pillows; Blankets; Filtered water; WIFI; Airport pickup coordination; Support staff before and after ceremony; Tea and fruit immediately following ceremony,Flights; Transfers/taxis; Souvenirs; Snacks; Excess baggage; Taxis/transfers,False,trained-in-lineage,False,False,,neo-shamanic; Tantra; Daoism; Buddhism; Western esotericism,"multi-traditional approach; works primarily with Deities rather than plant spirits; draws on world's wisdom traditions including Tantra, Daoism, Buddhism, Shamanism",,Paul Diamond (shaman); Paul Diamond (shaman),1,,,True,only_healer_described,shaman,support staff,0,2,0,unspecified,False,,,True,True,False,True,0,,,medium,,,https://tantraya.com/ayahuasca-retreats/calendar; https://tantraya.com/ayahuasca-retreats/contact; https://tantraya.com/ayahuasca-retreats/faq; https://tantraya.com/ayahuasca-retreats/integration; https://tantraya.com/ayahuasca-retreats/residency; https://tantraya.com/ayahuasca-retreats/start; https://tantraya.com/ayahuasca-retreats/testimonials,2026-07-22T12:13:39.000342+00:00
thirdwave:temple-of-the-way-of-light; ayaadvisors:temple-of-the-way-of-light; retreatguru:2,Temple of the Way of Light,ayaadvisors; retreatguru; thirdwave,ayaadvisors; retreatguru; thirdwave,https://templeofthewayoflight.org,,https://templeofthewayoflight.org/contact,Peru,Loreto,Iquitos,-3.749365,-73.2444145,jungle,organization,ceremony_facilitation; retreat_package; integration_only; preparation,True,retreat_package,,2007,24,english,English,8; 12; 17; 14; 7; 11,4–12 (varies by program),chiric sanango; Noya Rao; master plants (dieta),True,ongoing,yoga classes; individual support; group support; self-inquiry methods; online integration circles; 3-month integration program; one-on-one integration coaching; Residency Program; breathwork/Compassionate Inquiry; Somatic Experiencing; floral baths; steam bath; integration program; online community space; permaculture; yoga (mentioned in review context); individual and group support; online integration community; monthly online integration and sharing circles; one-on-one integration sessions; breathwork (mentioned via Compassionate Inquiry and Somatic Experiencing facilitators),2000,5700,USD,2000,5700,118,712,2026,"ceremonies; accommodation; integration support; yoga classes; group support; 3-month online integration program; monthly online integration & sharing circles; video library of teachings & practices; private community space; ayahuasca ceremonies; floral baths; steam bath; individual consultations; nutritional ayahuasca food diet; accommodation (tambo/sleeping hut); online Temple Integration & Community Space (3-month integration program, monthly circles, video library, private community space) included as part of retreat experience",,False,indigenous-healer-on-staff,True,False,"Shipibo-Conibo; Lopez Sanchez Family (Maestras Ynes, Laura & Maestro José); Shipibo Rao",Shipibo-Conibo; Shipibo; vegetalismo/curanderismo; plant-spirit shamanism; ayahuasca curanderismo; curanderismo; plant-spirit healing,traditional Shipibo plant-spirit healing; Shipibo-Konibo tribe; curanderismo,Shipibo,"Elias Rodriguez Nahuama (Curandero); Laura Lopez Sanchez (Curandera); Jorge Vasquez Barbaran (Curandero); Teresa Rojas Toesta (Curandera); José Lopéz Sanchez (Curandero); Urias Garcia Junta (Curandero); Inocencia Izquierda Vayes (Herbalist); Adela Pimintel Chocano (Curandera); Públio Valle (Senior Retreat and Integration Facilitator); Dr. Sarah Marshall, ND (Medical Advisor, Integration Facilitator and Trainee Facilitator); Juliana Bizare (Coordinator, Senior Retreat and Integration Facilitator); Allen (Guest Relations lead); Laura Lopez Sanchez (Curandera); Jorge Vasquez Barbaran (Curandero); Teresa Rojas Toesta (Curandera); José Lopéz Sanchez (Curandero); Lucy Alvarado Depicota (Curandera); Elias Rodriguez Nahuama (Curandero); Matthew (founder); Elias Rodriguez Nahuama (Curandero); Laura Lopez Sanchez (Curandera); Jorge Vasquez Barbaran (Curandero); Teresa Rojas Toesta (Curandera); José Lopéz Sanchez (Curandero); Urias Garcia Junta (Curandero); Inocencia Izquierda Vayes (Herbalist); Adela Pimintel Chocano (Curandera); Públio Valle (Senior Retreat and Integration Facilitator); Dr. Sarah Marshall, ND (Medical Advisor, Integration Facilitator and Trainee Facilitator); Juliana Bizare (Coordinator, Senior Retreat and Integration Facilitator)",8,3,,True,distinct_roles,"Curandero, Curandera, Onanya, Herbalist","facilitator, Senior Retreat and Integration Facilitator, integration specialist",15,13,2,community_sourced,True,100% of profit back to the people and lands of the Amazon,"Giving Back to the Amazon / The Chaikuni Institute — stated menu items imply community reinvestment and reciprocity programs [https://templeofthewayoflight.org/ayahuasca-retreats-peru]; Regenerative Ayahuasca Production program listed under Permaculture section [https://templeofthewayoflight.org/ayahuasca-retreats-peru]; Reciprocity — Giving Back to the Amazon section on site [https://templeofthewayoflight.org/about-the-temple]; We give 100% of our profit back to the people and lands of the Amazon. [https://templeofthewayoflight.org/]; Dedicated to helping the Shipibo people preserve its knowledge and identity in the 21st Century. [https://templeofthewayoflight.org/]; The Chaikuni Institute — mentioned as part of reciprocity/giving back to the Amazon. [https://templeofthewayoflight.org/]; Institutional focus on sustainability, permaculture, ethics, and social responsibility. [https://ayaadvisors.org/listing/temple-of-the-way-of-light/]; Giving Back to the Amazon — dedicated section on reciprocity and community benefit [https://templeofthewayoflight.org/about-the-temple]; The Chaikuni Institute — associated institute referenced in navigation as community/reciprocity initiative [https://templeofthewayoflight.org/about-the-temple]; Permaculture and Community; Implementing the Master Plan; Regenerative Ayahuasca Production — stated on-site permaculture and regenerative production program [https://templeofthewayoflight.org/about-the-temple]",True,False,True,False,0,Other None (None); AyaAdvisors 4.8 (94),,high,,,https://ayaadvisors.org/listing/temple-of-the-way-of-light/; https://templeofthewayoflight.org/; https://templeofthewayoflight.org/about-the-temple; https://templeofthewayoflight.org/ayahuasca-retreat-reviews; https://templeofthewayoflight.org/ayahuasca-retreats-peru; https://templeofthewayoflight.org/integration-program-and-community; https://templeofthewayoflight.org/our-team,2026-07-22T12:13:43.857213+00:00
ayaadvisors:thanis-ayahuasca-retreat-peru,Thanis Ayahuasca Retreat Peru,ayaadvisors,ayaadvisors,,,,Peru,Cusco,Cusco,-13.5170887,-71.9785356,unclear,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,,,chacruna,,,,330,570,USD,330,570,,,,,,,trained-in-lineage,False,False,,,,icaros,,,,,True,only_healer_described,healer shamans,,0,0,0,unspecified,False,,,False,False,True,False,0,AyaAdvisors None (None),,low,,,https://ayaadvisors.org/listing/thanis-ayahuasca-retreat-peru/,2026-07-22T12:14:14.390050+00:00
ayaadvisors:the-5th-dimension-healing-spiritual-retreat,The 5th Dimension Healing & Spiritual Retreat,ayaadvisors,ayaadvisors,,,,Peru,Loreto,Indiana,-3.8881544,-72.8797272,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,12,english,English,7,4,kambo; nunu; san pedro (huachuma); sananga; bufo; yopo; peyote; cannabis; cacao; mapacho (tobacco),,during_only,yoga; meditation; breathwork; guided jungle treks; trips to monkey island; star gazing by boat; bonfire by Amazon river,5,5,USD,5,5,1,1,,,,,indigenous-healer-on-staff,True,False,Shipibo,Shipibo,Shipibo healers and indigenous plant medicines,,Charles Edgar (facilitator / founder); William Edgar (facilitator / founder); Anna (facilitator); Sara (Shamana),,,,True,distinct_roles,"shaman, shamana, master shaman",facilitator,2,2,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors 5.0 (28),,medium,,,https://ayaadvisors.org/listing/the-5th-dimension-healing-spiritual-retreat/,2026-07-22T12:13:50.877005+00:00
web_search:ayahuascaretreatperu.com,The Ayahuasca and San Pedro International Research Center (ASPIRE),web_search,web_search,https://www.ayahuascaretreatperu.com,,https://www.ayahuascaretreatperu.com/contact,Peru,Cusco,Urubamba,-13.2292798,-72.2646684,mountain,organization,ceremony_facilitation; retreat_package,True,retreat_package,NGO (IAPICC – International Association for the Preservation of Indigenous and Contemporary Cultures) established 2003,1997,,english,,7; 14,,San Pedro (huachuma); coca,False,aftercare_included,Martial Dance; Tai Chi; study of ancient texts; horseback riding; mountain hiking; overnight mountain camping; hot springs visits; mindfulness training; integration sessions,2450,,USD,2450,,175,350,2024,all-inclusive; accommodation; meals (traditionally prepared Peruvian style); Ayahuasca ceremonies; San Pedro ceremonies; coca ceremony; mountain excursions; visits to archaeological sites including Machu Picchu; library access; camping in mountains (comfortable tents when overnighting),,False,trained-in-lineage,True,False,"Lineage of Sayre Tupac, one of the last Incas of Peru; Lama Dorje Rinpoche, Tsering Sangmo and Desmondkapa (Masters of Enchantment lineage); Hindu Goroknath lineage",Ancient Andean Wisdom; Inca lineage; mestizo vegetalismo (curanderos/ayahuaskeros of Pucallpa and Tarapoto regions); Tibetan Mahayana and Vajrayana; Hindu Goroknath lineage,Ancient Andean Wisdom and the Consciousness Plants; traditions of the Shamans and Curanderos of the Northern Coast of Peru and the Ayahuaskeros of the Pucallpa and Tarapoto regions,,"Armando Muñoz (founder, internationally recognised authority on the use of the ethno-medicinal and informational plants of Peru)",1,,,True,only_healer_described,"Shamans, Curanderos, Ayahuaskeros",,0,1,0,unspecified,True,,"IAPICC (NGO established 2003) supports the Peruvian indigenous Q'eros communities and the Shipibo-Conibo tribe in the Pucallpa Amazon jungles through textile preservation projects, school of weaving in Q'ero, expeditions, exhibitions, and market creation. [https://www.ayahuascaretreatperu.com/general-8]; Project Q'eros: commissioned production of 24 original textiles as blueprints for original old designs; built a school of weaving in Q'ero; creates international market for Q'ero textiles through museum sales and exhibitions. [https://www.ayahuascaretreatperu.com/general-8]; Project Shipibo: creates market for traditional Shipibo crafts and cloths on international platform to ensure funds for villagers and keep traditions alive. [https://www.ayahuascaretreatperu.com/general-8]",False,False,False,False,0,,,high,,,https://www.ayahuascaretreatperu.com; https://www.ayahuascaretreatperu.com/; https://www.ayahuascaretreatperu.com/blank; https://www.ayahuascaretreatperu.com/blank-1; https://www.ayahuascaretreatperu.com/gallery; https://www.ayahuascaretreatperu.com/general-8; https://www.ayahuascaretreatperu.com/operators-1; https://www.ayahuascaretreatperu.com/the-centre-1; https://www.ayahuascaretreatperu.com/wisdom-plants,2026-07-22T12:13:41.066332+00:00
ayaadvisors:the-ayaruna-center,The Ayaruna Center,ayaadvisors,ayaadvisors,https://www.ayaruna.com/,,,Peru,Cusco,Pisac,-13.4210472,-71.850496,mountain,individual_practitioner,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,,,San Pedro (Huachuma),,,massages; breathwork; yoga; Chinese medicine,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,Javier (Shaman),1,,,True,only_healer_described,Shaman,,0,1,0,,False,,,False,False,False,False,0,AyaAdvisors 5.0 (2),,medium,,,https://ayaadvisors.org/listing/the-ayaruna-center/,2026-07-22T12:13:37.379255+00:00
ayaadvisors:the-garden-of-peace,The Garden of Peace,ayaadvisors,ayaadvisors,https://www.thegardenofpeace.com/,info@thegardenofpeace.com,https://www.thegardenofpeace.com/,Peru,San Martin,Lamas,-6.2655949,-76.5073652,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,Shamans stated to be recognised by the Ministry of Culture in Peru,,10,english,English,7; 10; 14; 21; 30,"around ten (per 30-day dieta, per review)",master plants (unspecified),True,aftercare_included,bilingual staff 24/7; pre-retreat consultation (free discovery call); post-retreat integration support; women's retreat (annual); river bathing; food delivered to room/casita,500,3800,USD,500,3800,17,543,,ayahuasca ceremonies; master plant dieta; accommodation in private casitas; meals delivered twice daily; 24/7 English-speaking facilitator access; pre and post retreat integration support,,False,trained-in-lineage,True,False,Shipibo and mestizo shamans recognised by the Ministry of Culture in Peru,Shipibo; mestizo,"traditional Amazonian healing practices, led by highly respected Shipibo and mestizo shamans recognised by the Ministry of Culture in Peru",,Ashley Avery (owner / co-ordinator); Lara Polley (co-runner); Maestro Reshi Nika (Maestro); Maestro Gome (maestro / shaman); Izabelle (guide / facilitator),,,,True,distinct_roles,"shaman, maestro",facilitator,1,3,1,unspecified,False,,,True,False,False,False,0,AyaAdvisors 4.8 (16); Google None (16),,medium,,,https://ayaadvisors.org/listing/the-garden-of-peace/; https://www.thegardenofpeace.com/,2026-07-22T12:14:08.572990+00:00
thirdwave:the-healing-tree-center-peru; google_places:healingtreeayahuasca.com,The Healing Tree Center,google_places; thirdwave,google_places; thirdwave,https://healingtreeayahuasca.com,thehealingtreecenter@gmail.com,https://healingtreeayahuasca.com/en-who-we-are-p,Peru,Cusco,Calca (Sacred Valley),,,mountain,organization,ceremony_facilitation; retreat_package,True,retreat_package,,2023,12,english,English; Spanish; Quechua,1; 2; 3; 4; 6,1–4 (varies by retreat length),San Pedro (Wachuma); coca leaf; cacao (Pachamama offering ceremony context),True,aftercare_included,"Relaxing massage; Yoga classes; Steam baths with medicinal plants; Spa day at UNNO SPA; Hike around Sacred Valley; Visit to Inkariy's Museum; Volunteering activity – Reforestation; Guided tour of Machupicchu; Group meditation; Coca leaf reading; Yoga classes (optional, extra cost); SPA day by UNNO SPA (7-day package); Volunteering / reforestation activity; Hike around the Sacred Valley; Group meditation (optional); Private retreat option",285,1560,USD,285,1560,48,1560,2024,"Transport from hotel to retreat center and back; Ceremony for unification of energies with coca leaf; Coca leaf reading ceremony; Kuti - Cleansing ceremony (energetic cleaning); Ayahuasca ceremony sessions (varies by package); Pachamama offering ceremony (Mother Earth ceremony); 01 shaman (master) of ayahuasca per ceremony; 01 assistant of ceremony; Psychological support; Translation from Quechua/Spanish to English; Relaxing massage; Group meetings with shamans; Consultations before and after ceremonies; All food and drinks (vegetarian diet); Accommodation (shared bedrooms, shared bathrooms); Medical exam 24 hours before retreat starts; Medical staff: nurse present at ceremonies; 7-day/6-night + Machupicchu package: train tickets to/from Machupicchu, hotel 3-4 star in Machupicchu, guided tour and entrance ticket to Machupicchu, all transport Cusco/Machupicchu, hotel in Cusco on night of sixth day; Lifetime 10% discount for all return visits; Group meetings / integration discussions; Consultations available before and after ceremonies; Vegetarian food and drinks; Medical exam 24 hours before retreat starts (selected packages); Medical staff: nurse present at Ayahuasca ceremonies (selected packages); Train tickets to/from Machupicchu (7-day + Machupicchu package); Hotel 3-4 star in Machupicchu (7-day + Machupicchu package); Guided tour of Machupicchu (7-day + Machupicchu package); Entrance ticket to Machupicchu (7-day + Machupicchu package); Hotel in Cusco night 6 (7-day + Machupicchu package)",Flights; Private rooms (available at additional rate); Extra massage or yoga class (priced per session); Other ceremonies not included in single-ceremony packages; Private room (available at additional rate),False,trained-in-lineage,True,False,,Andean shamanism; vegetalismo/mestizo,shamanic Ayahuasca medicine of Amazon; Andean ceremonies; authentic Peruvian shamans,Quechua,,1,1,,True,distinct_roles,"shaman (master), Shamans (Maestros), Andean Shaman","assistant of ceremony, facilitators, center facilitators",0,0,0,unspecified,True,,"By working together with local farmers and indigenous groups, we also help sustain traditional ways of life that are deeply connected to the land. [https://healingtreeayahuasca.com/en-a-tree-for-life-volunteer-program-p]; Reforesting the Sacred Valley: An Act of Gratitude and Reconnection with Mother Earth – volunteer reforestation mission to plant trees and restore native vegetation on the hillsides of the Sacred Valley. [https://healingtreeayahuasca.com/en-a-tree-for-life-volunteer-program-p]; Reforesting the Sacred Valley: working together with local farmers and indigenous groups to help sustain traditional ways of life deeply connected to the land; 'A Tree for Life' volunteer reforestation program. [https://healingtreeayahuasca.com/en-a-tree-for-life-volunteer-program-p]; TierraCare program listed in navigation (no further detail in provided text). [https://healingtreeayahuasca.com/en-a-tree-for-life-volunteer-program-p]",True,True,True,True,0,,,high,,,https://healingtreeayahuasca.com/en-7-days-ayahuasca-retreat-machupicchu-r; https://healingtreeayahuasca.com/en-a-tree-for-life-volunteer-program-p; https://healingtreeayahuasca.com/en-ayahuasca-retreat-5-days-4-night-r; https://healingtreeayahuasca.com/en-ayahuasca-retreat-7-days-6-night-r; https://healingtreeayahuasca.com/en-health-safety-p; https://healingtreeayahuasca.com/en-who-we-are-p,2026-07-22T12:13:51.600506+00:00
ayaadvisors:the-house-of-the-ancestors,The House of The Ancestors,ayaadvisors,ayaadvisors,,,,Peru,Madre de Dios,Puerto Maldonado,-12.5938633,-69.1866773,jungle,,ceremony_facilitation,True,,,,,english,,,,,,,,,,,,,,,,,,,trained-in-lineage,,,,,"traditional medicine of the Amazon, tradition of our ancestors",,,,,,False,,,,0,0,0,,,,,,,,,0,AyaAdvisors None (None),,low,,,https://ayaadvisors.org/listing/the-house-of-the-ancestors/,2026-07-22T12:13:38.385701+00:00
ayaadvisors:the-new-rising-sun,The New Rising Sun,ayaadvisors,ayaadvisors,https://thenewrisingsun.wordpress.com,,https://thenewrisingsun.wordpress.com/contact,Peru,San Martín,Tarapoto,-6.4877198,-76.3598708,jungle,individual_practitioner,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,7,3,tobacco; chiric sanango,True,,,5,5,USD,5,5,1,1,,,,,trained-in-lineage,False,False,"Don Aquilino Chujandama (grandfather), lineage of curanderos from the Huallaga River region",vegetalismo; mestizo vegetalismo; Amazonian traditional healing,Vegetalismo; the Amazonian tradition of spiritual herbalism practiced in the Peruvian Amazon,,Orlando Chujandama Huazanga (curandero vegetalista); Don Aquilino Chujandama (master),1,,,True,only_healer_described,curandero vegetalista,,0,2,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors 4.6 (9),,medium,,,https://ayaadvisors.org/listing/the-new-rising-sun/; https://thenewrisingsun.wordpress.com; https://thenewrisingsun.wordpress.com/,2026-07-22T12:13:44.207379+00:00
ayaadvisors:the-sanctuary-of-renana,The Sanctuary of Renana,ayaadvisors,ayaadvisors,,,,Peru,,,-6.8699697,-75.0458515,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,English; Spanish; French; Portuguese; Romanian,10,4 ayahuasca + 1 magic mushroom,magic mushrooms/psilocybin,True,ongoing,Massage Therapy; Reiki Sessions; Steam Baths; Fever Baths; Clay Baths; Fruit Baths; Floral Baths; Yoga; Meditation; Jungle Tours,1125,1500,USD,1125,1500,112,150,,4 Ayahuasca Ceremonies; Magic Mushroom Ceremony; Massage Therapy; Reiki Sessions; Steam Baths; Fever Baths; Clay Baths; Fruit Baths; Floral Baths; Yoga; Meditation; Jungle Tours; Certified medical professionals on-site; Multilingual staff; Running water & showers in every room,,,no-stated-affiliation,,False,,,,,Brendan (owner/facilitator); Ana (owner); Maria Louisa (massage therapist),,,,True,distinct_roles,Shaman,facilitator,1,1,1,,False,,,True,,True,False,0,AyaAdvisors 5.0 (3),,medium,,,https://ayaadvisors.org/listing/the-sanctuary-of-renana/,2026-07-22T12:14:09.158258+00:00
retreatguru:7306,The Shamanic Path,retreatguru,retreatguru,https://theshamanicpath.org,theshamanicpath369@gmail.com,https://theshamanicpath.org/pages/sacred-valley-peru-retreats,Peru,Cusco,Calca,-12.9397785,-72.058177,mountain,organization,ceremony_facilitation; retreat_package,True,retreat_package,"Retreats endorsed by Mind Medicine Australia, a registered not-for-profit organisation advancing psychedelic-assisted therapies.",,,english,english,20; 7,"Huachuma every Tuesdays, Thursdays and Sundays; Ayahuasca, Peyote & Kambo arranged as needed",huachuma/san pedro; peyote; kambo,False,during_only,horseback riding to Hummingbird Sanctuary; hot water springs; massages; trips to Machu Picchu; kirtan events; volunteering at local community school,690,2999,USD,690,2999,34,428,2026,"accommodations; meals; ceremonies; activities (horseback riding, hot springs, trips to Machu Picchu, kirtan events); airport pickup (can be organised)",flights; pricing details provided upon application review,False,trained-in-lineage,False,False,Shamans (or Paqo in Quechua) in the Andean community,shamanic; Andean,ancient shamanic world; Shamans guidance; Andean community,Quechua,Michael (Guide),,1,,True,unclear,Shaman,Guide,0,1,0,unspecified,False,,"Guests are invited to volunteer at our local community school, where many of the children come from disadvantaged homes. Opportunities include teaching English, painting, arts and crafts, and assembling donated push bikes. [https://theshamanicpath.org/pages/sacred-valley-peru-retreats]",True,False,False,False,0,,,medium,,,https://retreat.guru/centers/7306-1/the-shamanic-path; https://theshamanicpath.org; https://theshamanicpath.org/; https://theshamanicpath.org/cart; https://theshamanicpath.org/collections/shop; https://theshamanicpath.org/pages/sacred-valley-peru-retreats,2026-07-22T12:14:02.296937+00:00
ayaadvisors:the-way-inn,The Way Inn,ayaadvisors,ayaadvisors,,,,Peru,Andes,,-12.042622,-75.1899082,mountain,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,English; Spanish,9; 10,5,San Pedro / Huachuma,True,during_only,Ayurvedic consultations; pranayama; guided meditations; massage; Reiki; reflexology; yoga; mantra workshops; medicinal extract teaching; private one-on-one consultations with shaman,,,,,,,,,,,False,trained-in-lineage,False,False,long lineage of ayahuasqueros from Iquitos,ayahuasqueros from Iquitos,long lineage of ayahuasqueros from Iquitos,,"Arnaldo (shaman, Maestro); Robert (unclear); Ryan (Shaman); Adrian (Energetic Worker)",,,,True,distinct_roles,"shaman, Maestro","facilitators, shamanic apprentices",0,1,3,unspecified,False,,,False,False,False,False,0,AyaAdvisors 4.9 (10),,medium,,,https://ayaadvisors.org/listing/the-way-inn/,2026-07-22T12:13:36.374971+00:00
